entry,at,order
"""daniel @ -2udal4db3"" folds",2025-05-16T15:04:24.141Z,174740786414100
"""ymk @ u2PJYvu21j"" folds",2025-05-16T15:01:51.908Z,174740771190800
"The admin ""ymk @ u2PJYvu21j"" enqueued the game stop on next hand.",2025-05-16T15:01:47.251Z,174740770725100
"""Ejk @ i4HZ9hui3f"" posts a big blind of 600",2025-05-16T15:01:26.883Z,174740768688306
"""daniel @ -2udal4db3"" posts a small blind of 300",2025-05-16T15:01:26.883Z,174740768688305
"Your hand is 10♦, 2♥",2025-05-16T15:01:26.883Z,174740768688303
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (37900) | #5 ""daniel @ -2udal4db3"" (82900) | #8 ""Ejk @ i4HZ9hui3f"" (19200)",2025-05-16T15:01:26.883Z,174740768688301
"-- starting hand #91 (id: clapnlu01iix)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T15:01:26.883Z,174740768688300
"""ymk @ u2PJYvu21j"" shows a J♥, K♥.",2025-05-16T15:01:25.035Z,174740768503500
"-- ending hand #90 --",2025-05-16T15:01:23.270Z,174740768327002
"""ymk @ u2PJYvu21j"" collected 9000 from pot",2025-05-16T15:01:23.270Z,174740768327001
"Uncalled bet of 2400 returned to ""ymk @ u2PJYvu21j""",2025-05-16T15:01:23.270Z,174740768327000
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T15:01:22.461Z,174740768246100
"""ymk @ u2PJYvu21j"" bets 2400",2025-05-16T15:01:06.582Z,174740766658200
"Turn: 3♣, 10♣, 8♦ [J♦]",2025-05-16T15:01:02.967Z,174740766296700
"""Ejk @ i4HZ9hui3f"" calls 1800",2025-05-16T15:01:02.142Z,174740766214200
"""daniel @ -2udal4db3"" folds",2025-05-16T15:01:00.797Z,174740766079700
"""ymk @ u2PJYvu21j"" bets 1800",2025-05-16T15:00:59.493Z,174740765949300
"Flop:  [3♣, 10♣, 8♦]",2025-05-16T15:00:56.700Z,174740765670000
"""Ejk @ i4HZ9hui3f"" calls 1800",2025-05-16T15:00:55.873Z,174740765587300
"""daniel @ -2udal4db3"" calls 1800",2025-05-16T15:00:54.817Z,174740765481700
"""ymk @ u2PJYvu21j"" raises to 1800",2025-05-16T15:00:51.523Z,174740765152300
"""Ejk @ i4HZ9hui3f"" calls 600",2025-05-16T15:00:49.414Z,174740764941400
"""daniel @ -2udal4db3"" posts a big blind of 600",2025-05-16T15:00:47.528Z,174740764752806
"""ymk @ u2PJYvu21j"" posts a small blind of 300",2025-05-16T15:00:47.528Z,174740764752805
"Your hand is 6♠, 4♣",2025-05-16T15:00:47.528Z,174740764752803
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (32500) | #5 ""daniel @ -2udal4db3"" (84700) | #8 ""Ejk @ i4HZ9hui3f"" (22800)",2025-05-16T15:00:47.528Z,174740764752801
"-- starting hand #90 (id: nnzdazgm54bq)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T15:00:47.528Z,174740764752800
"""Ejk @ i4HZ9hui3f"" shows a 10♣, K♠.",2025-05-16T15:00:46.076Z,174740764607600
"""ymk @ u2PJYvu21j"" shows a K♣, 3♥.",2025-05-16T15:00:43.780Z,174740764378000
"-- ending hand #89 --",2025-05-16T15:00:43.216Z,174740764321602
"""Ejk @ i4HZ9hui3f"" collected 1200 from pot",2025-05-16T15:00:43.216Z,174740764321601
"Uncalled bet of 3600 returned to ""Ejk @ i4HZ9hui3f""",2025-05-16T15:00:43.216Z,174740764321600
"""ymk @ u2PJYvu21j"" folds",2025-05-16T15:00:42.409Z,174740764240900
"""Ejk @ i4HZ9hui3f"" bets 3600",2025-05-16T15:00:39.392Z,174740763939200
"River: J♦, 2♦, 6♦, 5♣ [2♣]",2025-05-16T15:00:37.087Z,174740763708700
"""ymk @ u2PJYvu21j"" checks",2025-05-16T15:00:36.276Z,174740763627600
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T15:00:35.222Z,174740763522200
"Turn: J♦, 2♦, 6♦ [5♣]",2025-05-16T15:00:34.087Z,174740763408700
"""ymk @ u2PJYvu21j"" checks",2025-05-16T15:00:33.253Z,174740763325300
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T15:00:31.373Z,174740763137300
"Flop:  [J♦, 2♦, 6♦]",2025-05-16T15:00:29.887Z,174740762988700
"""ymk @ u2PJYvu21j"" checks",2025-05-16T15:00:29.067Z,174740762906700
"""Ejk @ i4HZ9hui3f"" calls 600",2025-05-16T15:00:27.982Z,174740762798200
"""daniel @ -2udal4db3"" folds",2025-05-16T15:00:26.932Z,174740762693200
"""ymk @ u2PJYvu21j"" posts a big blind of 600",2025-05-16T15:00:24.409Z,174740762440906
"""Ejk @ i4HZ9hui3f"" posts a small blind of 300",2025-05-16T15:00:24.409Z,174740762440905
"Your hand is 4♦, 9♠",2025-05-16T15:00:24.409Z,174740762440903
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (33100) | #5 ""daniel @ -2udal4db3"" (84700) | #8 ""Ejk @ i4HZ9hui3f"" (22200)",2025-05-16T15:00:24.409Z,174740762440901
"-- starting hand #89 (id: afrss8spkr3v)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T15:00:24.409Z,174740762440900
"-- ending hand #88 --",2025-05-16T15:00:21.444Z,174740762144402
"""ymk @ u2PJYvu21j"" collected 5100 from pot",2025-05-16T15:00:21.444Z,174740762144401
"Uncalled bet of 1800 returned to ""ymk @ u2PJYvu21j""",2025-05-16T15:00:21.444Z,174740762144400
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T15:00:20.623Z,174740762062300
"""ymk @ u2PJYvu21j"" bets 1800",2025-05-16T15:00:12.774Z,174740761277400
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T15:00:09.299Z,174740760929900
"Flop:  [6♦, 3♥, A♠]",2025-05-16T15:00:07.705Z,174740760770500
"""Ejk @ i4HZ9hui3f"" calls 2400",2025-05-16T15:00:06.890Z,174740760689000
"""daniel @ -2udal4db3"" folds",2025-05-16T15:00:05.712Z,174740760571200
"""ymk @ u2PJYvu21j"" raises to 2400",2025-05-16T15:00:04.504Z,174740760450400
"""Ejk @ i4HZ9hui3f"" posts a big blind of 600",2025-05-16T15:00:00.429Z,174740760042906
"""daniel @ -2udal4db3"" posts a small blind of 300",2025-05-16T15:00:00.429Z,174740760042905
"Your hand is 9♠, 3♣",2025-05-16T15:00:00.429Z,174740760042903
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (30400) | #5 ""daniel @ -2udal4db3"" (85000) | #8 ""Ejk @ i4HZ9hui3f"" (24600)",2025-05-16T15:00:00.429Z,174740760042901
"-- starting hand #88 (id: ajobozopzqxz)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T15:00:00.429Z,174740760042900
"""ymk @ u2PJYvu21j"" shows a Q♣.",2025-05-16T14:59:58.383Z,174740759838300
"-- ending hand #87 --",2025-05-16T14:59:56.816Z,174740759681602
"""ymk @ u2PJYvu21j"" collected 7800 from pot",2025-05-16T14:59:56.816Z,174740759681601
"Uncalled bet of 1800 returned to ""ymk @ u2PJYvu21j""",2025-05-16T14:59:56.816Z,174740759681600
"""daniel @ -2udal4db3"" folds",2025-05-16T14:59:55.966Z,174740759596600
"""ymk @ u2PJYvu21j"" bets 1800",2025-05-16T14:59:48.934Z,174740758893400
"River: 9♥, 6♠, Q♥, 4♠ [2♦]",2025-05-16T14:59:46.607Z,174740758660700
"""daniel @ -2udal4db3"" calls 1800",2025-05-16T14:59:45.761Z,174740758576100
"""ymk @ u2PJYvu21j"" bets 1800",2025-05-16T14:59:38.522Z,174740757852200
"Turn: 9♥, 6♠, Q♥ [4♠]",2025-05-16T14:59:36.371Z,174740757637100
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:59:35.566Z,174740757556600
"""daniel @ -2udal4db3"" calls 1200",2025-05-16T14:59:34.509Z,174740757450900
"""ymk @ u2PJYvu21j"" bets 1200",2025-05-16T14:59:31.570Z,174740757157000
"Flop:  [9♥, 6♠, Q♥]",2025-05-16T14:59:29.164Z,174740756916400
"""daniel @ -2udal4db3"" checks",2025-05-16T14:59:28.317Z,174740756831700
"""ymk @ u2PJYvu21j"" calls 600",2025-05-16T14:59:25.825Z,174740756582500
"""Ejk @ i4HZ9hui3f"" calls 600",2025-05-16T14:59:24.784Z,174740756478400
"""daniel @ -2udal4db3"" posts a big blind of 600",2025-05-16T14:59:22.298Z,174740756229806
"""ymk @ u2PJYvu21j"" posts a small blind of 300",2025-05-16T14:59:22.298Z,174740756229805
"Your hand is 5♠, 7♦",2025-05-16T14:59:22.298Z,174740756229803
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (26200) | #5 ""daniel @ -2udal4db3"" (88600) | #8 ""Ejk @ i4HZ9hui3f"" (25200)",2025-05-16T14:59:22.298Z,174740756229801
"-- starting hand #87 (id: kx59rckvnjgj)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:59:22.298Z,174740756229800
"-- ending hand #86 --",2025-05-16T14:59:19.356Z,174740755935602
"""Ejk @ i4HZ9hui3f"" collected 3600 from pot",2025-05-16T14:59:19.356Z,174740755935601
"Uncalled bet of 2400 returned to ""Ejk @ i4HZ9hui3f""",2025-05-16T14:59:19.356Z,174740755935600
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:59:18.504Z,174740755850400
"""Ejk @ i4HZ9hui3f"" bets 2400",2025-05-16T14:59:16.586Z,174740755658600
"Flop:  [3♣, 8♣, 8♦]",2025-05-16T14:59:14.066Z,174740755406600
"""ymk @ u2PJYvu21j"" calls 1800",2025-05-16T14:59:13.259Z,174740755325900
"""Ejk @ i4HZ9hui3f"" raises to 1800",2025-05-16T14:59:10.790Z,174740755079000
"""daniel @ -2udal4db3"" folds",2025-05-16T14:59:08.653Z,174740754865300
"""ymk @ u2PJYvu21j"" posts a big blind of 600",2025-05-16T14:59:03.063Z,174740754306306
"""Ejk @ i4HZ9hui3f"" posts a small blind of 300",2025-05-16T14:59:03.063Z,174740754306305
"Your hand is 3♥, 4♦",2025-05-16T14:59:03.063Z,174740754306303
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (28000) | #5 ""daniel @ -2udal4db3"" (88600) | #8 ""Ejk @ i4HZ9hui3f"" (23400)",2025-05-16T14:59:03.063Z,174740754306301
"-- starting hand #86 (id: ifayvrjkydqp)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:59:03.063Z,174740754306300
"-- ending hand #85 --",2025-05-16T14:58:57.046Z,174740753704603
"""daniel @ -2udal4db3"" collected 13800 from pot with Full House, 5's over 6's (combination: 5♠, 5♦, 5♣, 6♥, 6♣)",2025-05-16T14:58:57.046Z,174740753704602
"""daniel @ -2udal4db3"" shows a 4♦, 5♠.",2025-05-16T14:58:57.046Z,174740753704601
"""ymk @ u2PJYvu21j"" shows a 3♣, 4♠.",2025-05-16T14:58:57.046Z,174740753704600
"""daniel @ -2udal4db3"" calls 4800",2025-05-16T14:58:56.237Z,174740753623700
"""ymk @ u2PJYvu21j"" raises to 4800",2025-05-16T14:58:31.565Z,174740751156500
"""daniel @ -2udal4db3"" bets 900",2025-05-16T14:58:25.886Z,174740750588600
"River: 10♣, 6♥, 5♦, 5♣ [6♣]",2025-05-16T14:58:20.411Z,174740750041100
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:58:19.551Z,174740749955100
"""daniel @ -2udal4db3"" checks",2025-05-16T14:58:18.512Z,174740749851200
"Turn: 10♣, 6♥, 5♦ [5♣]",2025-05-16T14:58:17.409Z,174740749740900
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:58:16.545Z,174740749654500
"""daniel @ -2udal4db3"" calls 1200",2025-05-16T14:58:15.499Z,174740749549900
"""ymk @ u2PJYvu21j"" bets 1200",2025-05-16T14:58:14.358Z,174740749435800
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:58:12.292Z,174740749229200
"""daniel @ -2udal4db3"" checks",2025-05-16T14:58:11.203Z,174740749120300
"Flop:  [10♣, 6♥, 5♦]",2025-05-16T14:58:10.087Z,174740749008700
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:58:09.284Z,174740748928400
"""daniel @ -2udal4db3"" calls 600",2025-05-16T14:58:08.161Z,174740748816100
"""ymk @ u2PJYvu21j"" calls 600",2025-05-16T14:58:07.100Z,174740748710000
"""Ejk @ i4HZ9hui3f"" posts a big blind of 600",2025-05-16T14:58:06.071Z,174740748607106
"""daniel @ -2udal4db3"" posts a small blind of 300",2025-05-16T14:58:06.071Z,174740748607105
"Your hand is 4♦, 5♠",2025-05-16T14:58:06.071Z,174740748607103
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (34600) | #5 ""daniel @ -2udal4db3"" (81400) | #8 ""Ejk @ i4HZ9hui3f"" (24000)",2025-05-16T14:58:06.071Z,174740748607101
"-- starting hand #85 (id: p914077bzwif)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:58:06.071Z,174740748607100
"-- ending hand #84 --",2025-05-16T14:58:03.165Z,174740748316502
"""Ejk @ i4HZ9hui3f"" collected 7200 from pot",2025-05-16T14:58:03.165Z,174740748316501
"Uncalled bet of 3000 returned to ""Ejk @ i4HZ9hui3f""",2025-05-16T14:58:03.165Z,174740748316500
"""daniel @ -2udal4db3"" folds",2025-05-16T14:58:02.309Z,174740748230900
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:58:00.535Z,174740748053500
"""Ejk @ i4HZ9hui3f"" bets 3000",2025-05-16T14:57:58.981Z,174740747898100
"""daniel @ -2udal4db3"" checks",2025-05-16T14:57:56.271Z,174740747627100
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:57:54.977Z,174740747497700
"Flop:  [3♦, 9♦, 10♥]",2025-05-16T14:57:53.613Z,174740747361300
"""daniel @ -2udal4db3"" calls 2400",2025-05-16T14:57:52.754Z,174740747275400
"""ymk @ u2PJYvu21j"" calls 2400",2025-05-16T14:57:43.950Z,174740746395000
"""Ejk @ i4HZ9hui3f"" raises to 2400",2025-05-16T14:57:42.508Z,174740746250800
"""daniel @ -2udal4db3"" posts a big blind of 600",2025-05-16T14:57:39.987Z,174740745998706
"""ymk @ u2PJYvu21j"" posts a small blind of 300",2025-05-16T14:57:39.987Z,174740745998705
"Your hand is 5♥, 6♣",2025-05-16T14:57:39.987Z,174740745998703
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (37000) | #5 ""daniel @ -2udal4db3"" (83800) | #8 ""Ejk @ i4HZ9hui3f"" (19200)",2025-05-16T14:57:39.987Z,174740745998701
"-- starting hand #84 (id: jbo7nz73mnqv)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:57:39.987Z,174740745998700
"-- ending hand #83 --",2025-05-16T14:57:33.931Z,174740745393103
"""ymk @ u2PJYvu21j"" collected 37000 from pot with Two Pair, Q's & 9's (combination: Q♠, Q♣, 9♠, 9♣, J♥)",2025-05-16T14:57:33.931Z,174740745393102
"""ymk @ u2PJYvu21j"" shows a Q♠, J♥.",2025-05-16T14:57:33.931Z,174740745393101
"""Ejk @ i4HZ9hui3f"" shows a 7♦, Q♥.",2025-05-16T14:57:33.931Z,174740745393100
"""ymk @ u2PJYvu21j"" calls 11300 and go all in",2025-05-16T14:57:33.118Z,174740745311800
"""Ejk @ i4HZ9hui3f"" bets 11300",2025-05-16T14:57:02.008Z,174740742200800
"River: Q♣, 7♣, 9♠, 10♥ [9♣]",2025-05-16T14:56:59.291Z,174740741929100
"""ymk @ u2PJYvu21j"" calls 4800",2025-05-16T14:56:58.479Z,174740741847900
"""Ejk @ i4HZ9hui3f"" bets 4800",2025-05-16T14:56:53.790Z,174740741379000
"Turn: Q♣, 7♣, 9♠ [10♥]",2025-05-16T14:56:51.085Z,174740741108500
"""ymk @ u2PJYvu21j"" calls 1800",2025-05-16T14:56:50.209Z,174740741020900
"""Ejk @ i4HZ9hui3f"" bets 1800",2025-05-16T14:56:49.179Z,174740740917900
"Flop:  [Q♣, 7♣, 9♠]",2025-05-16T14:56:46.081Z,174740740608100
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:56:45.204Z,174740740520400
"""Ejk @ i4HZ9hui3f"" calls 600",2025-05-16T14:56:44.160Z,174740740416000
"""daniel @ -2udal4db3"" folds",2025-05-16T14:56:43.109Z,174740740310900
"""ymk @ u2PJYvu21j"" posts a big blind of 600",2025-05-16T14:56:41.537Z,174740740153706
"""Ejk @ i4HZ9hui3f"" posts a small blind of 300",2025-05-16T14:56:41.537Z,174740740153705
"Your hand is 7♥, 2♦",2025-05-16T14:56:41.537Z,174740740153703
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (18500) | #5 ""daniel @ -2udal4db3"" (83800) | #8 ""Ejk @ i4HZ9hui3f"" (37700)",2025-05-16T14:56:41.537Z,174740740153701
"-- starting hand #83 (id: 16vyaxqo1qtz)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:56:41.537Z,174740740153700
"-- ending hand #82 --",2025-05-16T14:56:35.521Z,174740739552102
"""daniel @ -2udal4db3"" collected 13500 from pot with Pair, Q's (combination: Q♦, Q♠, J♦, 8♦, 5♣)",2025-05-16T14:56:35.521Z,174740739552101
"""daniel @ -2udal4db3"" shows a J♦, Q♦.",2025-05-16T14:56:35.521Z,174740739552100
"""ymk @ u2PJYvu21j"" calls 1800",2025-05-16T14:56:34.687Z,174740739468700
"""daniel @ -2udal4db3"" bets 1800",2025-05-16T14:56:28.333Z,174740738833300
"River: 5♣, 4♠, Q♠, 8♦ [2♣]",2025-05-16T14:56:22.307Z,174740738230700
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:56:21.479Z,174740738147900
"""daniel @ -2udal4db3"" checks",2025-05-16T14:56:20.254Z,174740738025400
"Turn: 5♣, 4♠, Q♠ [8♦]",2025-05-16T14:56:18.502Z,174740737850200
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:56:17.681Z,174740737768100
"""daniel @ -2udal4db3"" checks",2025-05-16T14:56:16.650Z,174740737665000
"Flop:  [5♣, 4♠, Q♠]",2025-05-16T14:56:15.350Z,174740737535000
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:56:14.509Z,174740737450900
"""daniel @ -2udal4db3"" calls 4200",2025-05-16T14:56:13.450Z,174740737345000
"""ymk @ u2PJYvu21j"" raises to 4200",2025-05-16T14:55:59.062Z,174740735906200
"""Ejk @ i4HZ9hui3f"" calls 1500",2025-05-16T14:55:56.659Z,174740735665900
"""daniel @ -2udal4db3"" raises to 1500",2025-05-16T14:55:55.511Z,174740735551100
"""ymk @ u2PJYvu21j"" calls 600",2025-05-16T14:55:52.603Z,174740735260300
"""Ejk @ i4HZ9hui3f"" posts a big blind of 600",2025-05-16T14:55:51.201Z,174740735120106
"""daniel @ -2udal4db3"" posts a small blind of 300",2025-05-16T14:55:51.201Z,174740735120105
"Your hand is J♦, Q♦",2025-05-16T14:55:51.201Z,174740735120103
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (24500) | #5 ""daniel @ -2udal4db3"" (76300) | #8 ""Ejk @ i4HZ9hui3f"" (39200)",2025-05-16T14:55:51.201Z,174740735120101
"-- starting hand #82 (id: p4wvcvxt7a0k)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:55:51.201Z,174740735120100
"-- ending hand #81 --",2025-05-16T14:55:48.200Z,174740734820002
"""ymk @ u2PJYvu21j"" collected 1200 from pot",2025-05-16T14:55:48.200Z,174740734820001
"Uncalled bet of 1200 returned to ""ymk @ u2PJYvu21j""",2025-05-16T14:55:48.200Z,174740734820000
"""daniel @ -2udal4db3"" folds",2025-05-16T14:55:47.364Z,174740734736400
"""ymk @ u2PJYvu21j"" bets 1200",2025-05-16T14:55:43.469Z,174740734346900
"Turn: 9♥, 9♣, 6♦ [5♠]",2025-05-16T14:55:38.379Z,174740733837900
"""daniel @ -2udal4db3"" checks",2025-05-16T14:55:37.533Z,174740733753300
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:55:35.758Z,174740733575800
"Flop:  [9♥, 9♣, 6♦]",2025-05-16T14:55:32.780Z,174740733278000
"""daniel @ -2udal4db3"" checks",2025-05-16T14:55:31.914Z,174740733191400
"""ymk @ u2PJYvu21j"" calls 600",2025-05-16T14:55:28.629Z,174740732862900
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:55:27.583Z,174740732758300
"""daniel @ -2udal4db3"" posts a big blind of 600",2025-05-16T14:55:26.479Z,174740732647906
"""ymk @ u2PJYvu21j"" posts a small blind of 300",2025-05-16T14:55:26.479Z,174740732647905
"Your hand is Q♠, 4♣",2025-05-16T14:55:26.479Z,174740732647903
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (23900) | #5 ""daniel @ -2udal4db3"" (76900) | #8 ""Ejk @ i4HZ9hui3f"" (39200)",2025-05-16T14:55:26.479Z,174740732647901
"-- starting hand #81 (id: 2da7kdpmhvv5)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:55:26.479Z,174740732647900
"-- ending hand #80 --",2025-05-16T14:55:23.574Z,174740732357402
"""ymk @ u2PJYvu21j"" collected 1200 from pot",2025-05-16T14:55:23.574Z,174740732357401
"Uncalled bet of 600 returned to ""ymk @ u2PJYvu21j""",2025-05-16T14:55:23.574Z,174740732357400
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:55:22.673Z,174740732267300
"""ymk @ u2PJYvu21j"" bets 600",2025-05-16T14:55:21.104Z,174740732110400
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:55:19.796Z,174740731979600
"River: 10♥, Q♠, 3♦, Q♣ [7♥]",2025-05-16T14:55:18.409Z,174740731840900
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:55:17.586Z,174740731758600
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:55:16.541Z,174740731654100
"Turn: 10♥, Q♠, 3♦ [Q♣]",2025-05-16T14:55:14.408Z,174740731440800
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:55:13.577Z,174740731357700
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:55:12.559Z,174740731255900
"Flop:  [10♥, Q♠, 3♦]",2025-05-16T14:55:11.164Z,174740731116400
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:55:10.282Z,174740731028200
"""Ejk @ i4HZ9hui3f"" calls 600",2025-05-16T14:55:09.243Z,174740730924300
"""daniel @ -2udal4db3"" folds",2025-05-16T14:55:08.202Z,174740730820200
"""ymk @ u2PJYvu21j"" posts a big blind of 600",2025-05-16T14:55:06.575Z,174740730657506
"""Ejk @ i4HZ9hui3f"" posts a small blind of 300",2025-05-16T14:55:06.575Z,174740730657505
"Your hand is 2♦, 5♠",2025-05-16T14:55:06.575Z,174740730657503
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (23300) | #5 ""daniel @ -2udal4db3"" (76900) | #8 ""Ejk @ i4HZ9hui3f"" (39800)",2025-05-16T14:55:06.575Z,174740730657501
"-- starting hand #80 (id: sfnefsqlptnn)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:55:06.575Z,174740730657500
"-- ending hand #79 --",2025-05-16T14:55:03.669Z,174740730366902
"""daniel @ -2udal4db3"" collected 1800 from pot",2025-05-16T14:55:03.669Z,174740730366901
"Uncalled bet of 600 returned to ""daniel @ -2udal4db3""",2025-05-16T14:55:03.669Z,174740730366900
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:55:02.840Z,174740730284000
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:55:01.801Z,174740730180100
"""daniel @ -2udal4db3"" bets 600",2025-05-16T14:54:55.557Z,174740729555700
"Turn: 4♥, 6♠, A♣ [A♠]",2025-05-16T14:54:53.739Z,174740729373900
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:54:52.872Z,174740729287200
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:54:51.834Z,174740729183400
"""daniel @ -2udal4db3"" checks",2025-05-16T14:54:50.784Z,174740729078400
"Flop:  [4♥, 6♠, A♣]",2025-05-16T14:54:49.651Z,174740728965100
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:54:48.813Z,174740728881300
"""daniel @ -2udal4db3"" calls 600",2025-05-16T14:54:47.760Z,174740728776000
"""ymk @ u2PJYvu21j"" calls 600",2025-05-16T14:54:46.313Z,174740728631300
"""Ejk @ i4HZ9hui3f"" posts a big blind of 600",2025-05-16T14:54:45.130Z,174740728513006
"""daniel @ -2udal4db3"" posts a small blind of 300",2025-05-16T14:54:45.130Z,174740728513005
"Your hand is 8♠, 6♣",2025-05-16T14:54:45.130Z,174740728513003
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (23900) | #5 ""daniel @ -2udal4db3"" (75700) | #8 ""Ejk @ i4HZ9hui3f"" (40400)",2025-05-16T14:54:45.130Z,174740728513001
"-- starting hand #79 (id: e1swerksfjph)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:54:45.130Z,174740728513000
"-- ending hand #78 --",2025-05-16T14:54:39.049Z,174740727904902
"""ymk @ u2PJYvu21j"" collected 12600 from pot with Pair, Q's (combination: Q♥, Q♠, A♠, J♠, 7♥)",2025-05-16T14:54:39.049Z,174740727904901
"""ymk @ u2PJYvu21j"" shows a J♠, A♠.",2025-05-16T14:54:39.049Z,174740727904900
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:54:38.219Z,174740727821900
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:54:37.142Z,174740727714200
"River: 4♥, Q♥, Q♠, 3♣ [7♥]",2025-05-16T14:54:32.964Z,174740727296400
"""Ejk @ i4HZ9hui3f"" calls 2400",2025-05-16T14:54:32.124Z,174740727212400
"""ymk @ u2PJYvu21j"" bets 2400",2025-05-16T14:54:30.431Z,174740727043100
"Turn: 4♥, Q♥, Q♠ [3♣]",2025-05-16T14:54:25.561Z,174740726556100
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:54:24.743Z,174740726474300
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:54:23.699Z,174740726369900
"Flop:  [4♥, Q♥, Q♠]",2025-05-16T14:54:19.705Z,174740725970500
"""Ejk @ i4HZ9hui3f"" calls 3600",2025-05-16T14:54:18.863Z,174740725886300
"""daniel @ -2udal4db3"" folds",2025-05-16T14:54:17.742Z,174740725774200
"""ymk @ u2PJYvu21j"" raises to 3600",2025-05-16T14:54:14.653Z,174740725465300
"""Ejk @ i4HZ9hui3f"" raises to 1800",2025-05-16T14:54:12.323Z,174740725232300
"""daniel @ -2udal4db3"" posts a big blind of 600",2025-05-16T14:54:10.430Z,174740725043006
"""ymk @ u2PJYvu21j"" posts a small blind of 300",2025-05-16T14:54:10.430Z,174740725043005
"Your hand is A♦, 8♣",2025-05-16T14:54:10.430Z,174740725043003
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (17300) | #5 ""daniel @ -2udal4db3"" (76300) | #8 ""Ejk @ i4HZ9hui3f"" (46400)",2025-05-16T14:54:10.430Z,174740725043001
"-- starting hand #78 (id: ygxzdi22awpu)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:54:10.430Z,174740725043000
"-- ending hand #77 --",2025-05-16T14:54:04.409Z,174740724440903
