entry,at,order
"""Ejk @ i4HZ9hui3f"" shows a 10♦, 9♣.",2025-05-16T14:32:29.604Z,174740594960401
"""daniel @ -2udal4db3"" shows a A♦, A♥.",2025-05-16T14:32:29.604Z,174740594960400
"Some players choose to not run it twice.",2025-05-16T14:32:28.770Z,174740594877001
"""daniel @ -2udal4db3"" chooses to not run it twice.",2025-05-16T14:32:28.770Z,174740594877000
"""Ejk @ i4HZ9hui3f"" chooses to  run it twice.",2025-05-16T14:32:27.541Z,174740594754100
"Remaining players decide whether to run it twice.",2025-05-16T14:32:26.578Z,174740594657801
"""Ejk @ i4HZ9hui3f"" calls 3760",2025-05-16T14:32:26.578Z,174740594657800
"""daniel @ -2udal4db3"" raises to 3760 and go all in",2025-05-16T14:32:25.390Z,174740594539000
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:32:23.162Z,174740594316200
"""Ejk @ i4HZ9hui3f"" bets 2700",2025-05-16T14:32:21.674Z,174740594167400
"Flop:  [9♦, 3♦, 4♥]",2025-05-16T14:32:19.017Z,174740593901700
"""ymk @ u2PJYvu21j"" calls 1200",2025-05-16T14:32:18.213Z,174740593821300
"""Ejk @ i4HZ9hui3f"" calls 1200",2025-05-16T14:32:16.962Z,174740593696200
"""daniel @ -2udal4db3"" raises to 1200",2025-05-16T14:32:15.917Z,174740593591700
"""ymk @ u2PJYvu21j"" posts a big blind of 400",2025-05-16T14:32:13.413Z,174740593341306
"""Ejk @ i4HZ9hui3f"" posts a small blind of 200",2025-05-16T14:32:13.413Z,174740593341305
"Your hand is A♦, A♥",2025-05-16T14:32:13.413Z,174740593341303
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (40575) | #5 ""daniel @ -2udal4db3"" (4960) | #8 ""Ejk @ i4HZ9hui3f"" (34465)",2025-05-16T14:32:13.413Z,174740593341301
"-- starting hand #40 (id: zfkpayvu1gf4)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:32:13.413Z,174740593341300
"-- ending hand #39 --",2025-05-16T14:32:07.406Z,174740592740602
"""ymk @ u2PJYvu21j"" collected 21200 from pot with Pair, 10's (combination: 10♣, 10♥, 9♠, 8♠, 7♠)",2025-05-16T14:32:07.406Z,174740592740601
"""ymk @ u2PJYvu21j"" shows a 10♣, 9♠.",2025-05-16T14:32:07.406Z,174740592740600
"""Ejk @ i4HZ9hui3f"" calls 600",2025-05-16T14:32:06.595Z,174740592659500
"""ymk @ u2PJYvu21j"" bets 600",2025-05-16T14:32:05.087Z,174740592508700
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:31:39.010Z,174740589901000
"River: 2♥, 7♠, 10♥, 3♦ [8♠]",2025-05-16T14:31:37.143Z,174740589714300
"""Ejk @ i4HZ9hui3f"" calls 5200",2025-05-16T14:31:36.282Z,174740589628200
"""ymk @ u2PJYvu21j"" bets 5200",2025-05-16T14:31:34.922Z,174740589492200
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:31:29.247Z,174740588924700
"Turn: 2♥, 7♠, 10♥ [3♦]",2025-05-16T14:31:23.999Z,174740588399900
"""Ejk @ i4HZ9hui3f"" calls 3300",2025-05-16T14:31:23.180Z,174740588318000
"""daniel @ -2udal4db3"" folds",2025-05-16T14:31:22.114Z,174740588211400
"""ymk @ u2PJYvu21j"" raises to 3300",2025-05-16T14:31:18.279Z,174740587827900
"""Ejk @ i4HZ9hui3f"" bets 1450",2025-05-16T14:31:10.010Z,174740587001000
"""daniel @ -2udal4db3"" checks",2025-05-16T14:31:04.651Z,174740586465100
"Flop:  [2♥, 7♠, 10♥]",2025-05-16T14:31:01.517Z,174740586151700
"""ymk @ u2PJYvu21j"" calls 1000",2025-05-16T14:31:00.703Z,174740586070300
"""Ejk @ i4HZ9hui3f"" calls 1000",2025-05-16T14:30:58.743Z,174740585874300
"""daniel @ -2udal4db3"" raises to 1000",2025-05-16T14:30:55.254Z,174740585525400
"""ymk @ u2PJYvu21j"" calls 400",2025-05-16T14:30:51.678Z,174740585167800
"""Ejk @ i4HZ9hui3f"" posts a big blind of 400",2025-05-16T14:30:50.503Z,174740585050306
"""daniel @ -2udal4db3"" posts a small blind of 200",2025-05-16T14:30:50.503Z,174740585050305
"Your hand is 4♠, A♥",2025-05-16T14:30:50.503Z,174740585050303
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (29475) | #5 ""daniel @ -2udal4db3"" (5960) | #8 ""Ejk @ i4HZ9hui3f"" (44565)",2025-05-16T14:30:50.503Z,174740585050301
"-- starting hand #39 (id: owctv2i92tvs)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:30:50.503Z,174740585050300
"-- ending hand #38 --",2025-05-16T14:30:47.547Z,174740584754702
"""Ejk @ i4HZ9hui3f"" collected 3000 from pot",2025-05-16T14:30:47.547Z,174740584754701
"Uncalled bet of 3000 returned to ""Ejk @ i4HZ9hui3f""",2025-05-16T14:30:47.547Z,174740584754700
"""daniel @ -2udal4db3"" folds",2025-05-16T14:30:46.730Z,174740584673000
"""Ejk @ i4HZ9hui3f"" bets 3000",2025-05-16T14:30:32.516Z,174740583251600
"""daniel @ -2udal4db3"" checks",2025-05-16T14:30:30.405Z,174740583040500
"River: 6♦, 2♠, 3♥, 6♠ [8♥]",2025-05-16T14:30:28.866Z,174740582886600
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:30:27.957Z,174740582795700
"""daniel @ -2udal4db3"" checks",2025-05-16T14:30:26.890Z,174740582689000
"Turn: 6♦, 2♠, 3♥ [6♠]",2025-05-16T14:30:25.862Z,174740582586200
"""daniel @ -2udal4db3"" calls 900",2025-05-16T14:30:25.037Z,174740582503700
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:30:22.818Z,174740582281800
"""Ejk @ i4HZ9hui3f"" bets 900",2025-05-16T14:30:21.574Z,174740582157400
"""daniel @ -2udal4db3"" checks",2025-05-16T14:30:19.405Z,174740581940500
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:30:18.206Z,174740581820600
"Flop:  [6♦, 2♠, 3♥]",2025-05-16T14:30:16.542Z,174740581654200
"""daniel @ -2udal4db3"" checks",2025-05-16T14:30:15.721Z,174740581572100
"""ymk @ u2PJYvu21j"" calls 400",2025-05-16T14:30:14.676Z,174740581467600
"""Ejk @ i4HZ9hui3f"" calls 400",2025-05-16T14:30:12.414Z,174740581241400
"""daniel @ -2udal4db3"" posts a big blind of 400",2025-05-16T14:30:11.282Z,174740581128206
"""ymk @ u2PJYvu21j"" posts a small blind of 200",2025-05-16T14:30:11.282Z,174740581128205
"Your hand is Q♣, 2♥",2025-05-16T14:30:11.282Z,174740581128203
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (29875) | #5 ""daniel @ -2udal4db3"" (7260) | #8 ""Ejk @ i4HZ9hui3f"" (42865)",2025-05-16T14:30:11.282Z,174740581128201
"-- starting hand #38 (id: 5k6yjexsiyvx)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:30:11.282Z,174740581128200
"-- ending hand #37 --",2025-05-16T14:30:05.255Z,174740580525502
"""Ejk @ i4HZ9hui3f"" collected 2480 from pot with Flush, Kh High (combination: K♥, J♥, 8♥, 7♥, 6♥)",2025-05-16T14:30:05.255Z,174740580525501
"""Ejk @ i4HZ9hui3f"" shows a Q♣, 7♥.",2025-05-16T14:30:05.255Z,174740580525500
"""daniel @ -2udal4db3"" checks",2025-05-16T14:30:04.421Z,174740580442100
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:30:02.387Z,174740580238700
"River: J♥, 3♣, K♥, 8♥ [6♥]",2025-05-16T14:30:00.254Z,174740580025400
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:29:59.439Z,174740579943900
"""Ejk @ i4HZ9hui3f"" calls 640",2025-05-16T14:29:58.390Z,174740579839000
"""daniel @ -2udal4db3"" bets 640",2025-05-16T14:29:56.187Z,174740579618700
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:29:53.350Z,174740579335000
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:29:52.264Z,174740579226400
"Turn: J♥, 3♣, K♥ [8♥]",2025-05-16T14:29:50.568Z,174740579056800
"""daniel @ -2udal4db3"" checks",2025-05-16T14:29:49.753Z,174740578975300
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:29:48.698Z,174740578869800
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:29:47.358Z,174740578735800
"Flop:  [J♥, 3♣, K♥]",2025-05-16T14:29:45.511Z,174740578551100
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:29:44.664Z,174740578466400
"""Ejk @ i4HZ9hui3f"" calls 400",2025-05-16T14:29:43.634Z,174740578363400
"""daniel @ -2udal4db3"" calls 400",2025-05-16T14:29:42.546Z,174740578254600
"""ymk @ u2PJYvu21j"" posts a big blind of 400",2025-05-16T14:29:40.757Z,174740578075706
"""Ejk @ i4HZ9hui3f"" posts a small blind of 200",2025-05-16T14:29:40.757Z,174740578075705
"Your hand is 4♣, 3♦",2025-05-16T14:29:40.757Z,174740578075703
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (30275) | #5 ""daniel @ -2udal4db3"" (8300) | #8 ""Ejk @ i4HZ9hui3f"" (41425)",2025-05-16T14:29:40.757Z,174740578075701
"-- starting hand #37 (id: kx6hyidcfegv)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:29:40.757Z,174740578075700
"""ymk @ u2PJYvu21j"" shows a 8♠, 3♠.",2025-05-16T14:29:37.606Z,174740577760600
"-- ending hand #36 --",2025-05-16T14:29:37.110Z,174740577711002
"""ymk @ u2PJYvu21j"" collected 12400 from pot",2025-05-16T14:29:37.110Z,174740577711001
"Uncalled bet of 8300 returned to ""ymk @ u2PJYvu21j""",2025-05-16T14:29:37.110Z,174740577711000
"""daniel @ -2udal4db3"" folds",2025-05-16T14:29:36.295Z,174740577629500
"""ymk @ u2PJYvu21j"" raises to 13500",2025-05-16T14:29:25.424Z,174740576542400
"""daniel @ -2udal4db3"" raises to 5200",2025-05-16T14:29:17.354Z,174740575735400
"""ymk @ u2PJYvu21j"" bets 1600",2025-05-16T14:29:11.097Z,174740575109700
"""daniel @ -2udal4db3"" checks",2025-05-16T14:29:06.651Z,174740574665100
"Turn: 3♣, 2♦, A♦ [3♦]",2025-05-16T14:29:04.615Z,174740574461500
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:29:03.807Z,174740574380700
"""daniel @ -2udal4db3"" calls 400",2025-05-16T14:29:02.757Z,174740574275700
"""ymk @ u2PJYvu21j"" bets 400",2025-05-16T14:29:01.416Z,174740574141600
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:29:00.157Z,174740574015700
"""daniel @ -2udal4db3"" checks",2025-05-16T14:28:58.970Z,174740573897000
"Flop:  [3♣, 2♦, A♦]",2025-05-16T14:28:57.561Z,174740573756100
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:28:56.755Z,174740573675500
"""daniel @ -2udal4db3"" calls 400",2025-05-16T14:28:55.687Z,174740573568700
"""ymk @ u2PJYvu21j"" calls 400",2025-05-16T14:28:52.827Z,174740573282700
"""Ejk @ i4HZ9hui3f"" posts a big blind of 400",2025-05-16T14:28:50.758Z,174740573075806
"""daniel @ -2udal4db3"" posts a small blind of 200",2025-05-16T14:28:50.758Z,174740573075805
"Your hand is 7♦, 5♥",2025-05-16T14:28:50.758Z,174740573075803
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (23875) | #5 ""daniel @ -2udal4db3"" (14300) | #8 ""Ejk @ i4HZ9hui3f"" (41825)",2025-05-16T14:28:50.758Z,174740573075801
"-- starting hand #36 (id: pbtuei0wge53)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:28:50.758Z,174740573075800
"-- ending hand #35 --",2025-05-16T14:28:47.835Z,174740572783502
"""daniel @ -2udal4db3"" collected 800 from pot",2025-05-16T14:28:47.835Z,174740572783501
"Uncalled bet of 400 returned to ""daniel @ -2udal4db3""",2025-05-16T14:28:47.835Z,174740572783500
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:28:47.012Z,174740572701200
"""daniel @ -2udal4db3"" bets 400",2025-05-16T14:28:45.759Z,174740572575900
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:28:43.972Z,174740572397200
"Flop:  [9♦, J♦, 4♥]",2025-05-16T14:28:42.559Z,174740572255900
"""daniel @ -2udal4db3"" checks",2025-05-16T14:28:41.747Z,174740572174700
"""ymk @ u2PJYvu21j"" calls 400",2025-05-16T14:28:40.686Z,174740572068600
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:28:39.338Z,174740571933800
"""daniel @ -2udal4db3"" posts a big blind of 400",2025-05-16T14:28:37.781Z,174740571778106
"""ymk @ u2PJYvu21j"" posts a small blind of 200",2025-05-16T14:28:37.781Z,174740571778105
"Your hand is 2♠, J♥",2025-05-16T14:28:37.781Z,174740571778103
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (24275) | #5 ""daniel @ -2udal4db3"" (13900) | #8 ""Ejk @ i4HZ9hui3f"" (41825)",2025-05-16T14:28:37.781Z,174740571778101
"-- starting hand #35 (id: dawrr0aardls)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:28:37.781Z,174740571778100
"""ymk @ u2PJYvu21j"" shows a 7♣, J♣.",2025-05-16T14:28:35.418Z,174740571541800
"-- ending hand #34 --",2025-05-16T14:28:34.175Z,174740571417502
"""ymk @ u2PJYvu21j"" collected 2400 from pot",2025-05-16T14:28:34.175Z,174740571417501
"Uncalled bet of 2000 returned to ""ymk @ u2PJYvu21j""",2025-05-16T14:28:34.175Z,174740571417500
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:28:33.337Z,174740571333700
"""ymk @ u2PJYvu21j"" raises to 2800",2025-05-16T14:28:31.268Z,174740571126800
"""Ejk @ i4HZ9hui3f"" bets 800",2025-05-16T14:28:28.350Z,174740570835000
"Turn: J♥, 4♦, A♥ [A♦]",2025-05-16T14:28:25.007Z,174740570500700
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:28:24.171Z,174740570417100
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:28:23.131Z,174740570313100
"Flop:  [J♥, 4♦, A♥]",2025-05-16T14:28:21.642Z,174740570164200
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:28:20.819Z,174740570081900
"""Ejk @ i4HZ9hui3f"" calls 400",2025-05-16T14:28:19.781Z,174740569978100
"""daniel @ -2udal4db3"" folds",2025-05-16T14:28:18.661Z,174740569866100
"""ymk @ u2PJYvu21j"" posts a big blind of 400",2025-05-16T14:28:15.896Z,174740569589606
"""Ejk @ i4HZ9hui3f"" posts a small blind of 200",2025-05-16T14:28:15.896Z,174740569589605
"Your hand is 4♥, 3♠",2025-05-16T14:28:15.896Z,174740569589603
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (23075) | #5 ""daniel @ -2udal4db3"" (13900) | #8 ""Ejk @ i4HZ9hui3f"" (43025)",2025-05-16T14:28:15.896Z,174740569589601
"-- starting hand #34 (id: fwsqlydwvpv8)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:28:15.896Z,174740569589600
"-- ending hand #33 --",2025-05-16T14:28:12.955Z,174740569295502
"""Ejk @ i4HZ9hui3f"" collected 800 from pot",2025-05-16T14:28:12.955Z,174740569295501
"Uncalled bet of 1200 returned to ""Ejk @ i4HZ9hui3f""",2025-05-16T14:28:12.955Z,174740569295500
"""daniel @ -2udal4db3"" folds",2025-05-16T14:28:12.122Z,174740569212200
"""Ejk @ i4HZ9hui3f"" bets 1200",2025-05-16T14:28:10.055Z,174740569005500
"""daniel @ -2udal4db3"" checks",2025-05-16T14:28:07.626Z,174740568762600
"Flop:  [7♦, 2♥, 8♥]",2025-05-16T14:28:05.098Z,174740568509800
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:28:04.268Z,174740568426800
"""daniel @ -2udal4db3"" calls 400",2025-05-16T14:28:03.188Z,174740568318800
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:28:00.977Z,174740568097700
"""Ejk @ i4HZ9hui3f"" posts a big blind of 400",2025-05-16T14:27:59.795Z,174740567979506
"""daniel @ -2udal4db3"" posts a small blind of 200",2025-05-16T14:27:59.795Z,174740567979505
"Your hand is Q♥, 3♦",2025-05-16T14:27:59.795Z,174740567979503
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (23075) | #5 ""daniel @ -2udal4db3"" (14300) | #8 ""Ejk @ i4HZ9hui3f"" (42625)",2025-05-16T14:27:59.795Z,174740567979501
"-- starting hand #33 (id: euzchrmmwxta)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:27:59.795Z,174740567979500
"-- ending hand #32 --",2025-05-16T14:27:53.788Z,174740567378803
"""Ejk @ i4HZ9hui3f"" collected 12000 from pot with Two Pair, 7's & 5's (combination: 7♥, 7♠, 5♥, 5♠, K♣)",2025-05-16T14:27:53.788Z,174740567378802
"""Ejk @ i4HZ9hui3f"" shows a 5♥, 6♠.",2025-05-16T14:27:53.788Z,174740567378801
"""ymk @ u2PJYvu21j"" shows a A♠, 9♥.",2025-05-16T14:27:53.788Z,174740567378800
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:27:52.963Z,174740567296300
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:27:51.874Z,174740567187400
"River: 5♠, 7♥, 8♠, 7♠ [K♣]",2025-05-16T14:27:47.717Z,174740566771700
"""daniel @ -2udal4db3"" folds",2025-05-16T14:27:46.896Z,174740566689600
"""ymk @ u2PJYvu21j"" calls 3600",2025-05-16T14:27:45.826Z,174740566582600
"""Ejk @ i4HZ9hui3f"" bets 3600",2025-05-16T14:27:42.378Z,174740566237800
"""daniel @ -2udal4db3"" checks",2025-05-16T14:27:39.948Z,174740565994800
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:27:38.546Z,174740565854600
"Turn: 5♠, 7♥, 8♠ [7♠]",2025-05-16T14:27:34.213Z,174740565421300
"""daniel @ -2udal4db3"" calls 1200",2025-05-16T14:27:33.396Z,174740565339600
"""ymk @ u2PJYvu21j"" calls 1200",2025-05-16T14:27:22.285Z,174740564228500
"""Ejk @ i4HZ9hui3f"" bets 1200",2025-05-16T14:27:18.331Z,174740563833100
"""daniel @ -2udal4db3"" checks",2025-05-16T14:27:16.088Z,174740563608800
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:27:14.215Z,174740563421500
"Flop:  [5♠, 7♥, 8♠]",2025-05-16T14:27:12.301Z,174740563230100
"""daniel @ -2udal4db3"" checks",2025-05-16T14:27:11.492Z,174740563149200
"""ymk @ u2PJYvu21j"" calls 400",2025-05-16T14:27:10.116Z,174740563011600
"""Ejk @ i4HZ9hui3f"" calls 400",2025-05-16T14:27:09.026Z,174740562902600
"""daniel @ -2udal4db3"" posts a big blind of 400",2025-05-16T14:27:07.930Z,174740562793008
"""ymk @ u2PJYvu21j"" posts a small blind of 200",2025-05-16T14:27:07.930Z,174740562793007
"Your hand is 2♥, 9♣",2025-05-16T14:27:07.930Z,174740562793005
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (28275) | #5 ""daniel @ -2udal4db3"" (15900) | #8 ""Ejk @ i4HZ9hui3f"" (35825)",2025-05-16T14:27:07.930Z,174740562793003
"-- starting hand #32 (id: elrwyz4ywsto)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:27:07.930Z,174740562793002
"The game's big blind was changed from 200 to 400.",2025-05-16T14:27:07.930Z,174740562793001
"The game's small blind was changed from 100 to 200.",2025-05-16T14:27:07.930Z,174740562793000
"""ymk @ u2PJYvu21j"" shows a 8♠.",2025-05-16T14:27:05.256Z,174740562525600
"-- ending hand #31 --",2025-05-16T14:27:04.326Z,174740562432602
"""ymk @ u2PJYvu21j"" collected 2800 from pot",2025-05-16T14:27:04.326Z,174740562432601
"Uncalled bet of 1200 returned to ""ymk @ u2PJYvu21j""",2025-05-16T14:27:04.326Z,174740562432600
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:27:03.519Z,174740562351900
"""ymk @ u2PJYvu21j"" raises to 2000",2025-05-16T14:26:59.885Z,174740561988500
"""Ejk @ i4HZ9hui3f"" bets 800",2025-05-16T14:26:57.423Z,174740561742300
"River: A♠, 10♥, 8♦, 9♥ [8♣]",2025-05-16T14:26:53.127Z,174740561312700
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:26:52.319Z,174740561231900
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:26:51.226Z,174740561122600
"Turn: A♠, 10♥, 8♦ [9♥]",2025-05-16T14:26:46.315Z,174740560631500
"""Ejk @ i4HZ9hui3f"" calls 400",2025-05-16T14:26:45.498Z,174740560549800
"""ymk @ u2PJYvu21j"" bets 400",2025-05-16T14:26:44.298Z,174740560429800
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:26:42.271Z,174740560227100
"Flop:  [A♠, 10♥, 8♦]",2025-05-16T14:26:36.973Z,174740559697300
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:26:36.146Z,174740559614600
"""Ejk @ i4HZ9hui3f"" calls 200",2025-05-16T14:26:34.550Z,174740559455000
"""daniel @ -2udal4db3"" folds",2025-05-16T14:26:33.501Z,174740559350100
"""ymk @ u2PJYvu21j"" posts a big blind of 200",2025-05-16T14:26:32.017Z,174740559201706
"""Ejk @ i4HZ9hui3f"" posts a small blind of 100",2025-05-16T14:26:32.017Z,174740559201705
"Your hand is Q♥, 6♣",2025-05-16T14:26:32.017Z,174740559201703
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (26875) | #5 ""daniel @ -2udal4db3"" (15900) | #8 ""Ejk @ i4HZ9hui3f"" (37225)",2025-05-16T14:26:32.017Z,174740559201701
"-- starting hand #31 (id: r7snrac6rrgn)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:26:32.017Z,174740559201700
"-- ending hand #30 --",2025-05-16T14:26:29.109Z,174740558910902
"""ymk @ u2PJYvu21j"" collected 1700 from pot",2025-05-16T14:26:29.109Z,174740558910901
"Uncalled bet of 400 returned to ""ymk @ u2PJYvu21j""",2025-05-16T14:26:29.109Z,174740558910900
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:26:28.277Z,174740558827700
"""ymk @ u2PJYvu21j"" bets 400",2025-05-16T14:26:26.134Z,174740558613400
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:26:23.135Z,174740558313500
"Flop:  [K♣, K♥, 5♥]",2025-05-16T14:26:21.615Z,174740558161500
"""Ejk @ i4HZ9hui3f"" calls 800",2025-05-16T14:26:20.807Z,174740558080700
"""daniel @ -2udal4db3"" folds",2025-05-16T14:26:19.720Z,174740557972000
"""ymk @ u2PJYvu21j"" raises to 800",2025-05-16T14:26:17.102Z,174740557710200
"""Ejk @ i4HZ9hui3f"" posts a big blind of 200",2025-05-16T14:26:14.306Z,174740557430606
"""daniel @ -2udal4db3"" posts a small blind of 100",2025-05-16T14:26:14.306Z,174740557430605
"Your hand is 8♠, 3♠",2025-05-16T14:26:14.306Z,174740557430603
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (25975) | #5 ""daniel @ -2udal4db3"" (16000) | #8 ""Ejk @ i4HZ9hui3f"" (38025)",2025-05-16T14:26:14.306Z,174740557430601
"-- starting hand #30 (id: nkkrqyrbswh0)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:26:14.306Z,174740557430600
"-- ending hand #29 --",2025-05-16T14:26:08.281Z,174740556828101
"""daniel @ -2udal4db3"" collected 16000 from pot with Pair, A's (combination: A♣, A♥, Q♠, J♣, 8♥)",2025-05-16T14:26:08.281Z,174740556828100
"River: 4♣, Q♠, J♣, 8♥ [6♥]",2025-05-16T14:26:04.241Z,174740556424100
"Turn: 4♣, Q♠, J♣ [8♥]",2025-05-16T14:26:00.231Z,174740556023100
"Flop:  [4♣, Q♠, J♣]",2025-05-16T14:25:56.191Z,174740555619100
"""Ejk @ i4HZ9hui3f"" shows a K♣, K♠.",2025-05-16T14:25:52.187Z,174740555218701
"""daniel @ -2udal4db3"" shows a A♣, A♥.",2025-05-16T14:25:52.187Z,174740555218700
"Some players choose to not run it twice.",2025-05-16T14:25:51.366Z,174740555136601
"""daniel @ -2udal4db3"" chooses to not run it twice.",2025-05-16T14:25:51.366Z,174740555136600
"""Ejk @ i4HZ9hui3f"" chooses to  run it twice.",2025-05-16T14:25:50.649Z,174740555064900
"Remaining players decide whether to run it twice.",2025-05-16T14:25:48.955Z,174740554895501
"""Ejk @ i4HZ9hui3f"" calls 7800",2025-05-16T14:25:48.955Z,174740554895500
"""daniel @ -2udal4db3"" raises to 7800 and go all in",2025-05-16T14:25:47.419Z,174740554741900
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:25:43.454Z,174740554345400
"""Ejk @ i4HZ9hui3f"" raises to 2200",2025-05-16T14:25:42.243Z,174740554224300
"""daniel @ -2udal4db3"" raises to 1300",2025-05-16T14:25:38.723Z,174740553872300
"""ymk @ u2PJYvu21j"" calls 400",2025-05-16T14:25:32.382Z,174740553238200
"""Ejk @ i4HZ9hui3f"" raises to 400",2025-05-16T14:25:31.322Z,174740553132200
"""daniel @ -2udal4db3"" posts a big blind of 200",2025-05-16T14:25:29.256Z,174740552925606
"""ymk @ u2PJYvu21j"" posts a small blind of 100",2025-05-16T14:25:29.256Z,174740552925605
"Your hand is A♣, A♥",2025-05-16T14:25:29.256Z,174740552925603
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (26375) | #5 ""daniel @ -2udal4db3"" (7800) | #8 ""Ejk @ i4HZ9hui3f"" (45825)",2025-05-16T14:25:29.256Z,174740552925601
"-- starting hand #29 (id: gy80arhn2ahq)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:25:29.256Z,174740552925600
"-- ending hand #28 --",2025-05-16T14:25:26.307Z,174740552630702
"""daniel @ -2udal4db3"" collected 1500 from pot",2025-05-16T14:25:26.307Z,174740552630701
"Uncalled bet of 1000 returned to ""daniel @ -2udal4db3""",2025-05-16T14:25:26.307Z,174740552630700
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:25:25.485Z,174740552548500
"""daniel @ -2udal4db3"" bets 1000",2025-05-16T14:25:24.451Z,174740552445100
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:25:19.572Z,174740551957200
"Flop:  [8♥, 3♦, 8♠]",2025-05-16T14:25:18.162Z,174740551816200
"""ymk @ u2PJYvu21j"" calls 700",2025-05-16T14:25:17.322Z,174740551732200
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:25:14.491Z,174740551449100
"""daniel @ -2udal4db3"" raises to 700",2025-05-16T14:25:13.442Z,174740551344200
"""ymk @ u2PJYvu21j"" posts a big blind of 200",2025-05-16T14:25:11.237Z,174740551123706
"""Ejk @ i4HZ9hui3f"" posts a small blind of 100",2025-05-16T14:25:11.237Z,174740551123705
"Your hand is J♠, A♦",2025-05-16T14:25:11.237Z,174740551123703
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (27075) | #5 ""daniel @ -2udal4db3"" (7000) | #8 ""Ejk @ i4HZ9hui3f"" (45925)",2025-05-16T14:25:11.237Z,174740551123701
